Year,Month,Region,Org Code,Org Name,R1r,R1n,R2r,R2n,M4b,M4n,K4b,K4n,K1n,K1m,K150,K190,R3s,R3n,R4s,R4n,R5b,R5n,R0n,R6s,R6n,R7s,R7n,SQU03_5_1_1,SQU03_5_1_2,SQU03_5_2_1,SQU03_5_2_2,SQU03_6_1_1,SQU03_6_1_2,M1n,M3n,M3m,M390,K2n,K2m,K250,K290,K3n,K3m,K350,K390,P1b,P1n
2019,4,North East and Yorkshire,Y63,North East and Yorkshire,114,386,27,46,187,257,.,.,453,86.12207506,72.1,131.1,42,376,19,44,88,146,905,.,.,.,.,.,.,.,.,.,.,162,129,128.620155,166.4186047,725,89.21917241,49.75172414,200.0055172,84,58.8,46,112,.,.
2019,4,North West,Y62,North West,101,303,32,51,60,92,.,.,306,75.4,69.9,107,28,297,13,49,73,111,719,.,.,.,.,.,.,.,.,.,.,134,109,145.4587156,191.6,742,80.6,38,205,87,63.2,56,98,.,.
2019,4,Midlands,Y60,Midlands,182,563,39,76,338,366,.,.,484,76.46900826,71.01198347,116.8057851,59,551,21,68,109,225,1448,.,.,.,.,.,.,.,.,.,.,267,229,127.2052402,165.4462882,941,93.10871413,45.75770457,244.5823592,115,57.23043478,50.43478261,90.56521739,.,.
2019,4,East of England,Y61,East of England,82,304,28,50,96,104,.,.,494,88.1,74.3,139.8,14,295,10,48,51,95,755,.,.,.,.,.,.,.,.,.,.,101,82,142.4146341,181.7,537,81.6,47,182,83,60.4,54,102,.,.
2019,4,London,Y56,London,107,345,26,45,207,263,.,.,383,66.9,61.2,96.1,34,330,16,40,152,163,878,.,.,.,.,.,.,.,.,.,.,114,94,129.3085106,160.8,578,73.1,28,193,84,46.3,37,81,.,.
2019,4,South East,Y59,South East,107,420,22,49,149,223,.,.,700,74.46428571,63.90657143,112.4534286,36,411,10,47,123,154,934,.,.,.,.,.,.,.,.,.,.,222,181,131.5801105,177.9867403,817,71.100612,36.2252142,178.7331701,134,63.34029851,53.41791045,113.3432836,.,.
2019,4,South West,Y58,South West,106,338,33,59,202,247,.,.,480,90.9,83,131.1,33,335,17,59,108,127,706,.,.,.,.,.,.,.,.,.,.,140,122,143.3770492,189.8,603,84.6,27,242,64,57.5,52.5,84,.,.
2019,4,Y59,R1F,ISLE OF WIGHT NHS TRUST,5,11,2,3,5,5,.,.,18,72,62.3,122.3,1,9,0,2,2,5,19,.,.,.,.,.,.,.,.,.,.,0,0,.,.,19,42.8,19,123,5,110.6,117,188,.,.
2019,4,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,107,345,26,45,207,263,.,.,383,66.9,61.2,96.1,34,330,16,40,152,163,878,.,.,.,.,.,.,.,.,.,.,114,94,129.3085106,160.8,578,73.1,28,193,84,46.3,37,81,.,.
2019,4,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,55,165,9,17,109,110,.,.,280,84.9,72.1,131.1,18,164,6,17,44,65,234,.,.,.,.,.,.,.,.,.,.,70,53,121.2830189,162,302,76.5,41,172,42,54.1,41.5,129,.,.
2019,4,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,101,303,32,51,60,92,.,.,306,75.4,69.9,107,28,297,13,49,73,111,719,.,.,.,.,.,.,.,.,.,.,134,109,145.4587156,191.6,742,80.6,38,205,87,63.2,56,98,.,.
2019,4,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,59,221,18,29,78,147,.,.,173,88.1,72.1,131.1,24,212,13,27,44,81,671,.,.,.,.,.,.,.,.,.,.,92,76,133.7368421,169.5,423,98.3,56,220,42,63.5,50.5,95,.,.
2019,4,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,74,243,14,31,92,115,.,.,338,80.3,74.3,126.7,18,236,6,27,26,98,640,.,.,.,.,.,.,.,.,.,.,83,72,140.1944444,184.3,422,88.2,43,233,50,57.4,51,83.5,.,.
2019,4,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,108,320,25,45,246,251,.,.,146,67.6,63.4,93.9,41,315,15,41,83,127,808,.,.,.,.,.,.,.,.,.,.,184,157,121.2484076,156.8,519,97.1,48,254,65,57.1,50,96,.,.
2019,4,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,82,304,28,50,96,104,.,.,494,88.1,74.3,139.8,14,295,10,48,51,95,755,.,.,.,.,.,.,.,.,.,.,101,82,142.4146341,181.7,537,81.6,47,182,83,60.4,54,102,.,.
2019,4,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,43,224,9,26,61,106,.,.,436,75.9,65.5,111.4,13,217,2,25,63,72,563,.,.,.,.,.,.,.,.,.,.,125,99,139.4040404,190.4,460,67.2,36,161,67,70.4,56,134,.,.
2019,4,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,59,185,11,20,83,112,.,.,246,72.1,61.2,113.6,22,185,8,20,58,77,352,.,.,.,.,.,.,.,.,.,.,97,82,122.1341463,163,338,78,37.5,206,62,51.9,45.5,85,.,.
2019,4,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,106,338,33,59,202,247,.,.,480,90.9,83,131.1,33,335,17,59,108,127,706,.,.,.,.,.,.,.,.,.,.,140,122,143.3770492,189.8,603,84.6,27,242,64,57.5,52.5,84,.,.
2019,5,Eng,Eng,England,793,2467,238,406,.,.,8387,8572,3533,80.7205208,71.03614492,124.2069063,241,2390,124,383,.,.,6037,.,.,.,.,.,.,.,.,.,.,1214,1023,130.9589443,180.7096774,5073,80.40482949,37.93770944,200.8523556,698,60.52277937,51.71203438,106.4326648,.,.
2019,5,North East and Yorkshire,Y63,North East and Yorkshire,113,374,33,57,.,.,986,1019,591,75.31353638,69.11827411,108.3301184,34,354,17,48,.,.,839,.,.,.,.,.,.,.,.,.,.,174,142,129.2957746,178.528169,725,85.29751724,39.43724138,227.4358621,111,59.40540541,49.10810811,117.7027027,.,.
2019,5,North West,Y62,North West,82,259,25,44,.,.,885,901,269,79,74.3,120.1,21,252,13,43,.,.,598,.,.,.,.,.,.,.,.,.,.,150,127,138.4409449,194.6,768,71.3,35,166,89,63.5,58,109,.,.
2019,5,Midlands,Y60,Midlands,162,549,41,83,.,.,2303,2322,530,81.19716981,73.0754717,125.6518868,47,532,21,77,.,.,1403,.,.,.,.,.,.,.,.,.,.,271,226,127.579646,175.0460177,941,96.56376196,51.2848034,221.7120085,120,64.11333333,55.11666667,107.1833333,.,.
2019,5,East of England,Y61,East of England,100,294,37,55,.,.,803,811,553,84.3,74.3,126.7,37,285,21,52,.,.,744,.,.,.,.,.,.,.,.,.,.,127,99,136.1919192,193,590,83.1,44,201,92,63.3,56.5,100,.,.
2019,5,London,Y56,London,125,345,36,58,.,.,1210,1231,322,68.6,59,102.7,36,333,17,55,.,.,825,.,.,.,.,.,.,.,.,.,.,132,114,131.6052632,186.4,600,62.4,23,173,113,48.4,37,89,.,.
2019,5,South East,Y59,South East,105,372,38,62,.,.,1348,1420,701,74.99329529,64.91526391,113.9634807,33,365,19,62,.,.,912,.,.,.,.,.,.,.,.,.,.,225,192,123.7447917,166.05625,795,78.19157233,36.91446541,196.5056604,104,64.62692308,55.41346154,113.6057692,.,.
2019,5,South West,Y58,South West,106,274,28,47,.,.,852,868,567,97.2,80.8,163.8,33,269,16,46,.,.,716,.,.,.,.,.,.,.,.,.,.,135,123,137.8130081,187,654,79.2,30,213,69,62.2,54,110,.,.
2019,5,Y59,R1F,ISLE OF WIGHT NHS TRUST,4,12,2,3,.,.,41,42,19,83.6,69.9,131.1,1,12,0,3,.,.,24,.,.,.,.,.,.,.,.,.,.,0,0,.,.,18,31.8,16,115,1,.,.,.,.,.
2019,5,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,125,345,36,58,.,.,1210,1231,322,68.6,59,102.7,36,333,17,55,.,.,825,.,.,.,.,.,.,.,.,.,.,132,114,131.6052632,186.4,600,62.4,23,173,113,48.4,37,89,.,.
2019,5,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,38,135,8,18,.,.,521,521,254,81.7,71,115.8,7,133,3,17,.,.,214,.,.,.,.,.,.,.,.,.,.,68,56,123.8571429,175.5,287,76.9,34,193,54,53.5,45,110,.,.
2019,5,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,82,259,25,44,.,.,885,901,269,79,74.3,120.1,21,252,13,43,.,.,598,.,.,.,.,.,.,.,.,.,.,150,127,138.4409449,194.6,768,71.3,35,166,89,63.5,58,109,.,.
2019,5,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,75,239,25,39,.,.,465,498,337,70.5,67.7,102.7,27,221,14,31,.,.,625,.,.,.,.,.,.,.,.,.,.,106,86,132.8372093,180.5,438,90.8,43,250,57,65,53,125,.,.
2019,5,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,61,229,16,38,.,.,674,687,365,85.4,76.5,131.1,15,222,7,35,.,.,587,.,.,.,.,.,.,.,.,.,.,116,98,135.1836735,173.8,437,94.1,47,211,58,57.5,51.5,86,.,.
2019,5,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,101,320,25,45,.,.,1629,1635,165,71.9,65.5,113.6,32,310,14,42,.,.,816,.,.,.,.,.,.,.,.,.,.,155,128,121.7578125,176,504,98.7,55,231,62,70.3,58.5,127,.,.
2019,5,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,100,294,37,55,.,.,803,811,553,84.3,74.3,126.7,37,285,21,52,.,.,744,.,.,.,.,.,.,.,.,.,.,127,99,136.1919192,193,590,83.1,44,201,92,63.3,56.5,100,.,.
2019,5,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,46,194,18,31,.,.,728,760,447,77.2,65.5,118,13,187,10,31,.,.,532,.,.,.,.,.,.,.,.,.,.,128,108,131.0185185,171,467,81.7,37,196,57,77,66,129,.,.
2019,5,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,55,166,18,28,.,.,579,618,235,70.1,63.4,104.9,19,166,9,28,.,.,356,.,.,.,.,.,.,.,.,.,.,97,84,114.3928571,159.7,310,75.6,38,202,46,50.7,43.5,97,.,.
2019,5,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,106,274,28,47,.,.,852,868,567,97.2,80.8,163.8,33,269,16,46,.,.,716,.,.,.,.,.,.,.,.,.,.,135,123,137.8130081,187,654,79.2,30,213,69,62.2,54,110,.,.
2019,6,Eng,Eng,England,722,2271,195,359,.,.,.,.,3452,83.84304751,73.06289108,127.6144264,232,2180,116,338,.,.,5724,.,.,.,.,.,.,.,.,.,.,1142,963,130.132918,174.9146417,4908,79.14674002,38.09688264,200.9049511,692,58.89219653,50.69219653,96.64306358,5777,7442
2019,6,North East and Yorkshire,Y63,North East and Yorkshire,101,336,28,55,.,.,.,.,583,77.00909091,68.65368782,110.1811321,27,309,15,48,.,.,889,.,.,.,.,.,.,.,.,.,.,154,130,128.0153846,174.3184615,681,82.13348018,43.97650514,214.0807636,110,49.39636364,41.76363636,83.01818182,834,1206
2019,6,North West,Y62,North West,85,251,26,44,.,.,.,.,334,82.7,74.3,120.1,28,241,15,39,.,.,522,.,.,.,.,.,.,.,.,.,.,132,108,129.9537037,172.9,708,69.6,37,163,77,60.3,57,91,420,547
2019,6,Midlands,Y60,Midlands,160,470,44,72,.,.,.,.,439,83.0284738,75.82551253,128.9309795,55,457,29,70,.,.,1270,.,.,.,.,.,.,.,.,.,.,250,211,120.7677725,157.7734597,931,90.27228786,44.73361976,218.3780881,128,64.6375,58.0625,108.5,1322,1549
2019,6,East of England,Y61,East of England,83,278,21,45,.,.,.,.,502,82.1,74.3,122.3,32,267,13,42,.,.,719,.,.,.,.,.,.,.,.,.,.,112,93,133.1075269,174.6,578,81.7,43.5,212,87,65.4,52,103,458,648
2019,6,London,Y56,London,116,336,26,47,.,.,.,.,359,71.7,63.4,111.4,28,321,12,45,.,.,833,.,.,.,.,.,.,.,.,.,.,127,103,129.2912621,171.8,599,68.3,24,191.5,93,49,37,80,1539,1712
2019,6,South East,Y59,South East,88,338,27,57,.,.,.,.,658,82.00258359,66.25440729,130.9370821,36,323,16,55,.,.,869,.,.,.,.,.,.,.,.,.,.,219,190,135.3210526,178.2231579,768,82.49231771,39.55664063,202.7265625,119,62.30168067,54.18487395,99.7394958,776,986
2019,6,South West,Y58,South West,89,262,23,39,.,.,.,.,577,103.2,87.4,159.5,26,262,16,39,.,.,622,.,.,.,.,.,.,.,.,.,.,148,128,138.6875,203.3,643,74.2,30,200,78,60.8,54.5,110,428,794
2019,6,Y59,R1F,ISLE OF WIGHT NHS TRUST,0,6,0,1,.,.,.,.,14,82.4,63.4,196.6,0,6,0,1,.,.,17,.,.,.,.,.,.,.,.,.,.,1,1,146,146,14,24.7,10.5,43,2,.,.,.,20,31
2019,6,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,116,336,26,47,.,.,.,.,359,71.7,63.4,111.4,28,321,12,45,.,.,833,.,.,.,.,.,.,.,.,.,.,127,103,129.2912621,171.8,599,68.3,24,191.5,93,49,37,80,1539,1712
2019,6,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,51,142,13,26,.,.,.,.,281,82.5,74.3,113.6,12,131,7,22,.,.,234,.,.,.,.,.,.,.,.,.,.,71,62,109.4032258,143.3,293,74.1,36,193,52,45.6,41.5,73,376,454
2019,6,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,85,251,26,44,.,.,.,.,334,82.7,74.3,120.1,28,241,15,39,.,.,522,.,.,.,.,.,.,.,.,.,.,132,108,129.9537037,172.9,708,69.6,37,163,77,60.3,57,91,420,547
2019,6,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,50,194,15,29,.,.,.,.,302,71.9,63.4,107,15,178,8,26,.,.,655,.,.,.,.,.,.,.,.,.,.,83,68,144.9852941,202.6,388,88.2,50,230,58,52.8,42,92,458,752
2019,6,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,70,216,20,36,.,.,.,.,369,85.5,78.6,133.3,22,209,14,35,.,.,583,.,.,.,.,.,.,.,.,.,.,91,77,120.2597403,162.6,422,74.8,42,173,48,61.2,56.5,96,600,695
2019,6,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,90,254,24,36,.,.,.,.,70,70,61.2,105.9,33,248,15,35,.,.,687,.,.,.,.,.,.,.,.,.,.,159,134,121.0597015,155,509,103.1,47,256,80,66.7,59,116,722,854
2019,6,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,83,278,21,45,.,.,.,.,502,82.1,74.3,122.3,32,267,13,42,.,.,719,.,.,.,.,.,.,.,.,.,.,112,93,133.1075269,174.6,578,81.7,43.5,212,87,65.4,52,103,458,648
2019,6,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,38,169,9,29,.,.,.,.,405,85,65.5,137.6,14,165,7,29,.,.,515,.,.,.,.,.,.,.,.,.,.,127,111,143.1711712,189,435,77.6,42,171,65,71.9,62,117,404,492
2019,6,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,50,163,18,27,.,.,.,.,239,76.9,67.7,115.8,22,152,9,25,.,.,337,.,.,.,.,.,.,.,.,.,.,91,78,124.0128205,163.3,319,91.7,37.5,253,52,52.7,46.5,82,352,463
2019,6,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,89,262,23,39,.,.,.,.,577,103.2,87.4,159.5,26,262,16,39,.,.,622,.,.,.,.,.,.,.,.,.,.,148,128,138.6875,203.3,643,74.2,30,200,78,60.8,54.5,110,428,794
2019,7,Eng,Eng,England,768,2372,205,364,1222,1601,.,.,3859,85.66341021,74.16532781,133.6084478,259,2319,113,352,696,990,6373,.,.,.,.,.,.,.,.,.,.,1193,983,131.6917599,178.6777213,4896,83.91968954,39.89787582,210.2291667,671,58.13084948,50.3099851,95.75260805,.,.
2019,7,North East and Yorkshire,Y63,North East and Yorkshire,91,328,21,37,142,232,.,.,539,81.31688312,70.16883117,127.8181818,32,318,12,38,86,142,893,.,.,.,.,.,.,.,.,.,.,143,125,126.488,170.8192,693,90.18282828,42.34199134,226.8354978,94,49.90638298,45.25531915,87.08510638,.,.
2019,7,North West,Y62,North West,82,219,23,42,73,93,.,.,548,79.1,68.5,122,22,216,11,41,54,92,795,.,.,.,.,.,.,.,.,.,.,149,110,135.5,183.7,674,79.4,40,189,73,60.8,57,93,.,.
2019,7,Midlands,Y60,Midlands,166,527,43,90,354,380,.,.,627,87.25550239,76.77511962,136.9521531,61,516,29,88,116,204,1401,.,.,.,.,.,.,.,.,.,.,279,234,128.3675214,165.3931624,964,99.82344398,52.69709544,233.3423237,123,68.6195122,54.19512195,113.4146341,.,.
2019,7,East of England,Y61,East of England,72,255,23,39,99,118,.,.,584,92.1,77,133,23,240,12,32,61,101,760,.,.,.,.,.,.,.,.,.,.,122,98,132.4387755,177,585,83.1,43,203,104,59.6,56,100,.,.
2019,7,London,Y56,London,115,316,29,47,147,212,.,.,372,73.2,66,108,32,307,9,45,147,154,829,.,.,.,.,.,.,.,.,.,.,119,98,130.5510204,173.3,636,74.2,28.5,209,93,40.4,33,71,.,.
2019,7,South East,Y59,South East,135,419,36,57,186,300,.,.,654,77.02446483,69.68195719,122.8792049,52,414,22,56,122,166,1004,.,.,.,.,.,.,.,.,.,.,234,201,127.3631841,175.4358209,762,77.88530184,36.84776903,199.816273,111,62.38918919,53.94594595,95.35135135,.,.
2019,7,South West,Y58,South West,107,308,30,52,221,266,.,.,535,107.1,89,179,37,308,18,52,110,131,691,.,.,.,.,.,.,.,.,.,.,147,117,148.0854701,220.4,582,74.7,29,199,73,62.4,52,106,.,.
2019,7,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,7,0,0,2,3,.,.,16,69.1,57,104,0,7,0,0,1,2,22,.,.,.,.,.,.,.,.,.,.,0,0,.,.,16,66.7,20,160,.,.,.,.,.,.
2019,7,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,115,316,29,47,147,212,.,.,372,73.2,66,108,32,307,9,45,147,154,829,.,.,.,.,.,.,.,.,.,.,119,98,130.5510204,173.3,636,74.2,28.5,209,93,40.4,33,71,.,.
2019,7,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,46,151,10,17,88,97,.,.,252,87.6,71.5,139,14,147,6,17,45,67,231,.,.,.,.,.,.,.,.,.,.,68,62,120.0967742,162.1,269,85.9,35,225,46,47.2,45,83,.,.
2019,7,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,82,219,23,42,73,93,.,.,548,79.1,68.5,122,22,216,11,41,54,92,795,.,.,.,.,.,.,.,.,.,.,149,110,135.5,183.7,674,79.4,40,189,73,60.8,57,93,.,.
2019,7,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,45,177,11,20,54,135,.,.,287,75.8,69,118,18,171,6,21,41,75,662,.,.,.,.,.,.,.,.,.,.,75,63,132.7777778,179.4,424,92.9,47,228,48,52.5,45.5,91,.,.
2019,7,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,64,242,17,42,76,99,.,.,393,93.6,82,153,21,235,12,40,33,87,610,.,.,.,.,.,.,.,.,.,.,101,80,137.0875,170,434,95.7,45,213,62,58.8,47.5,103,.,.
2019,7,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,102,285,26,48,278,281,.,.,234,76.6,68,110,40,281,17,48,83,117,791,.,.,.,.,.,.,.,.,.,.,178,154,123.8376623,163,530,103.2,59,250,61,78.6,61,124,.,.
2019,7,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,72,255,23,39,99,118,.,.,584,92.1,77,133,23,240,12,32,61,101,760,.,.,.,.,.,.,.,.,.,.,122,98,132.4387755,177,585,83.1,43,203,104,59.6,56,100,.,.
2019,7,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,73,233,18,28,95,168,.,.,413,76.8,70,123,26,228,10,27,76,96,607,.,.,.,.,.,.,.,.,.,.,128,112,133.5,185,412,76.2,39,185,48,81.8,67,126,.,.
2019,7,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,60,179,18,29,89,129,.,.,225,78,70,124,26,179,12,29,45,68,375,.,.,.,.,.,.,.,.,.,.,106,89,119.6404494,163.4,334,80.5,35,220,63,47.6,44,72,.,.
2019,7,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,107,308,30,52,221,266,.,.,535,107.1,89,179,37,308,18,52,110,131,691,.,.,.,.,.,.,.,.,.,.,147,117,148.0854701,220.4,582,74.7,29,199,73,62.4,52,106,.,.
2019,8,Eng,Eng,England,690,2303,197,383,.,.,8514,8640,4163,80.27100649,70.18448234,122.6298343,224,2210,101,355,.,.,6100,.,.,.,.,.,.,.,.,.,.,1079,889,131.6827897,173.8188976,4829,82.00035204,38.24829157,208.5682336,680,57.60882353,49.12647059,99.91764706,.,.
2019,8,North East and Yorkshire,Y63,North East and Yorkshire,107,344,31,56,.,.,870,887,592,83.89966216,70.64527027,120.9358108,28,308,15,46,.,.,857,.,.,.,.,.,.,.,.,.,.,133,114,134.7368421,186.5736842,657,87.44870624,40.91019787,207.9101979,120,50.18,38.86666667,94.53333333,.,.
2019,8,North West,Y62,North West,81,238,25,47,.,.,917,922,538,73.5,67,114,24,230,14,42,.,.,787,.,.,.,.,.,.,.,.,.,.,145,109,133.587156,175.4,663,71.6,37,166,61,53.5,51,90,.,.
2019,8,Midlands,Y60,Midlands,130,458,32,75,.,.,2401,2414,807,80.37596035,71.27509294,125.1189591,39,441,16,70,.,.,1312,.,.,.,.,.,.,.,.,.,.,270,228,133.4429825,172.9710526,990,92.21333333,44.72222222,231.6222222,140,67.05857143,56.45714286,113.7857143,.,.
2019,8,East of England,Y61,East of England,67,287,18,41,.,.,760,762,523,78,70,119,24,278,10,38,.,.,765,.,.,.,.,.,.,.,.,.,.,117,101,131.3267327,172,520,80.4,40.5,200.5,94,61.6,53,104,.,.
2019,8,London,Y56,London,109,347,35,56,.,.,1154,1176,350,65,58.5,98,34,339,19,56,.,.,865,.,.,.,.,.,.,.,.,.,.,102,81,134.3703704,164,611,77.9,27,230,89,46.9,38,81,.,.
2019,8,South East,Y59,South East,117,368,33,54,.,.,1509,1559,691,76.69638205,65.73371925,117.8523878,33,354,12,49,.,.,855,.,.,.,.,.,.,.,.,.,.,170,142,118.9014085,158.6746479,720,82.95083333,42.24722222,217.8236111,96,59.25208333,51.69791667,102.8645833,.,.
2019,8,South West,Y58,South West,79,261,23,54,.,.,903,920,662,96,82,149,42,260,15,54,.,.,659,.,.,.,.,.,.,.,.,.,.,142,114,137.6140351,188.7,668,75.8,31.5,194,80,60.6,55,104,.,.
2019,8,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,11,0,2,.,.,35,35,13,92,63,121,1,11,1,2,.,.,18,.,.,.,.,.,.,.,.,.,.,0,0,.,.,13,41.8,21,66,.,.,.,.,.,.
2019,8,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,109,347,35,56,.,.,1154,1176,350,65,58.5,98,34,339,19,56,.,.,865,.,.,.,.,.,.,.,.,.,.,102,81,134.3703704,164,611,77.9,27,230,89,46.9,38,81,.,.
2019,8,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,47,152,11,19,.,.,494,495,275,99,76,137,12,143,6,16,.,.,234,.,.,.,.,.,.,.,.,.,.,55,49,126.3673469,161.6,274,72.7,31,198,56,51.3,37,110,.,.
2019,8,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,81,238,25,47,.,.,917,922,538,73.5,67,114,24,230,14,42,.,.,787,.,.,.,.,.,.,.,.,.,.,145,109,133.587156,175.4,663,71.6,37,166,61,53.5,51,90,.,.
2019,8,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,60,192,20,37,.,.,376,392,317,70.8,66,107,16,165,9,30,.,.,623,.,.,.,.,.,.,.,.,.,.,78,65,141.0461538,205.4,383,98,48,215,64,49.2,40.5,81,.,.
2019,8,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,57,227,13,39,.,.,743,752,422,88.2,77,138,17,215,7,35,.,.,586,.,.,.,.,.,.,.,.,.,.,109,89,128.0449438,174.8,451,89.6,42,224,58,58.8,46.5,105,.,.
2019,8,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,73,231,19,36,.,.,1658,1662,385,71.8,65,111,22,226,9,35,.,.,726,.,.,.,.,.,.,.,.,.,.,161,139,136.8992806,171.8,539,94.4,47,238,82,72.9,63.5,120,.,.
2019,8,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,67,287,18,41,.,.,760,762,523,78,70,119,24,278,10,38,.,.,765,.,.,.,.,.,.,.,.,.,.,117,101,131.3267327,172,520,80.4,40.5,200.5,94,61.6,53,104,.,.
2019,8,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,71,206,24,34,.,.,889,935,388,77.9,66,121,13,192,5,29,.,.,551,.,.,.,.,.,.,.,.,.,.,98,84,124.5595238,154.1,386,82.3,44,202,46,74.2,65.5,125,.,.
2019,8,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,44,151,9,18,.,.,585,589,290,74.4,65.5,113.5,19,151,6,18,.,.,286,.,.,.,.,.,.,.,.,.,.,72,58,110.7068966,165.3,321,85.4,41,243,50,45.5,39,82.5,.,.
2019,8,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,79,261,23,54,.,.,903,920,662,96,82,149,42,260,15,54,.,.,659,.,.,.,.,.,.,.,.,.,.,142,114,137.6140351,188.7,668,75.8,31.5,194,80,60.6,55,104,.,.
2019,9,Eng,Eng,England,785,2367,210,371,.,.,.,.,4085,82.13265606,71.24210526,126.0616891,245,2282,104,333,.,.,6135,.,.,.,.,.,.,.,.,.,.,1122,909,132.9889989,182.2125413,4820,82.61435685,38.1253112,208.6089212,701,58.52496434,50.06562054,92.38516405,5333,6834
2019,9,North East and Yorkshire,Y63,North East and Yorkshire,131,365,37,68,.,.,.,.,556,77.7647482,70.88489209,113.4694245,34,334,14,55,.,.,875,.,.,.,.,.,.,.,.,.,.,130,100,132.9,185.88,664,90.34457831,43.44578313,230.9156627,100,54.142,44.84,84.8,806,1076
2019,9,North West,Y62,North West,86,249,28,45,.,.,.,.,572,80.3,70,123,20,238,12,38,.,.,818,.,.,.,.,.,.,.,.,.,.,162,122,129.147541,190.9,703,77.4,37,187,85,63.4,55,93,425,536
2019,9,Midlands,Y60,Midlands,165,476,47,74,.,.,.,.,767,80.56219035,70.1916558,123.8148631,56,461,22,68,.,.,1311,.,.,.,.,.,.,.,.,.,.,240,198,127.3131313,173.2565657,957,93.85924765,47.35527691,232.5099269,148,70.19121622,61.58783784,106.1081081,1228,1441
2019,9,East of England,Y61,East of England,81,294,27,44,.,.,.,.,526,81.2,74,123,25,284,17,40,.,.,749,.,.,.,.,.,.,.,.,.,.,132,113,136.7345133,185.6,544,82.6,44.5,209,78,56.3,52,93,440,615
